ENTITY	text:National Sports Center	qid:EL2580	docId:NYT_ENG_20071129.0148.LDC2009T13	url:http://en.wikipedia.org/wiki/National_Sports_Center
CANDIDATE	url:http://en.wikipedia.org/wiki/United_Sports_Training_Center
CANDIDATE	url:http://en.wikipedia.org/wiki/Korea_National_Training_Center
CANDIDATE	url:http://en.wikipedia.org/wiki/National_Sports_Center
ENTITY	text:Communist Party of India (Marxist)	qid:EL1006	docId:AFP_ENG_20070811.0175.LDC2009T13	url:http://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist)
CANDIDATE	url:http://en.wikipedia.org/wiki/Babu_Rao_Mediyam
CANDIDATE	url:http://en.wikipedia.org/wiki/Susheela_Gopalan
CANDIDATE	url:http://en.wikipedia.org/wiki/Hannan_Mollah
CANDIDATE	url:http://en.wikipedia.org/wiki/K._Suresh_Kurup
CANDIDATE	url:http://en.wikipedia.org/wiki/N._N._Krishnadas
CANDIDATE	url:http://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist)
ENTITY	text:Department of Health and Human Services	qid:EL1265	docId:LTW_ENG_19950511.0116.LDC2007T07	url:http://en.wikipedia.org/wiki/United_States_Department_of_Health_and_Human_Services
CANDIDATE	url:http://en.wikipedia.org/wiki/United_States_Department_of_Health_and_Human_Services
CANDIDATE	url:http://en.wikipedia.org/wiki/Oklahoma_State_Department_of_Health
CANDIDATE	url:http://en.wikipedia.org/wiki/United_States_Secretary_of_Health_and_Human_Services
ENTITY	text:HHS	qid:EL1614	docId:LTW_ENG_19950511.0116.LDC2007T07	url:http://en.wikipedia.org/wiki/United_States_Department_of_Health_and_Human_Services
CANDIDATE	url:http://en.wikipedia.org/wiki/Hueneme_High_School
CANDIDATE	url:http://en.wikipedia.org/wiki/Hutchinson_High_School_(Kansas)
CANDIDATE	url:http://en.wikipedia.org/wiki/Harlingen_High_School
CANDIDATE	url:http://en.wikipedia.org/wiki/Humble_High_School
CANDIDATE	url:http://en.wikipedia.org/wiki/Hurricane_High_School_(West_Virginia)
CANDIDATE	url:http://en.wikipedia.org/wiki/Hornby_High_School,_New_Zealand
